AcresBurned,ArchiveYear,Counties,Fatalities,Injuries,Latitude,Longitude,Location,Name,Started,Extinguished,StructuresDamaged,StructuresDestroyed,MajorIncident,Duration_Days
53.0,2015,Alameda,,,0.0,0.0,"off Tesla Road, southeast of Livermore",Tesla Fire,2015-06-25 16:10:00+00:00,2015-06-25 18:45:00+00:00,,,False,0.0
52.0,2015,Santa Barbara,,,34.9522,-120.2903,"off White Oak Ln, east of Santa Maria",White Fire,2015-08-01 14:32:00+00:00,1969-12-31 16:00:00+00:00,,,False,-16649.0
50.0,2015,Ventura,,,34.15,-118.879444,"Hidden Valley area, southwest of Thousand Oaks",Potrero Fire,2015-11-07 01:45:00+00:00,2015-11-07 16:45:00+00:00,,,False,0.0
50.0,2015,Mendocino,,,39.43301,-123.36316,Community of Willits and Brooktrails,Mendocino Lightning Fires,2015-07-30 13:36:00+00:00,2015-08-03 08:55:00+00:00,,,False,3.0
45.0,2015,Kern,,,0.0,0.0,Antelope Canyon south of Tehachapi,Antelope Fire,2015-09-09 11:45:00+00:00,2015-09-15 19:10:00+00:00,,,False,6.0
45.0,2015,Alameda,,,0.0,0.0,"off Geary Road in the Sunol Wilderness, 10 miles east of Fremont",Geary Fire,2015-07-02 04:40:00+00:00,2015-07-03 20:00:00+00:00,,,False,1.0
45.0,2015,Fresno,,,0.0,0.0,near Auberry,FKU Lightning Fires,2015-06-05 17:00:00+00:00,2015-06-06 20:00:00+00:00,,,False,1.0
43.0,2015,Modoc,,,0.0,0.0,Near Clear Lake and Mason Reservoir,Mason Fire ,2015-07-09 15:00:00+00:00,2015-07-13 11:00:00+00:00,,,False,3.0
42.0,2015,Santa Clara,,,0.0,0.0,"off Hwy 101 near Monterey Frontage Rd, South of Gilroy",Highway Fire,2015-06-30 15:23:00+00:00,2015-07-03 17:55:00+00:00,,,False,3.0
40.0,2015,Lassen,,,40.400196,-120.553075,"Center Rd, east of Susanville",Center Fire,2015-09-09 14:12:00+00:00,2015-09-10 07:49:00+00:00,,,False,0.0
40.0,2015,Stanislaus,,,37.24523,-121.20324,"Sullivan Rd and Orestimba Rd, 10 miles West of Newman",Sullivan Fire,2015-07-28 12:10:00+00:00,2015-07-28 15:00:00+00:00,,,False,0.0
40.0,2015,Solano,,,38.1029,-122.1578,Lake Herman Rd and Sky Valley Rd,Ascot Fire,2015-07-10 13:36:00+00:00,2015-07-10 17:00:00+00:00,,,True,0.0
38.0,2015,Napa,,,38.5287,-122.3415,"Chiles Pope Valley Rd. & Lower Chiles Valley Rd., East of St. Helena",Chiles Fire,2015-06-16 14:27:00+00:00,2015-06-17 13:10:00+00:00,,,True,0.0
36.0,2015,Napa,,,0.0,0.0,off Pope Valley Road & Howell Mountain Road in Pope Valley ,Garage Fire,2015-06-09 15:23:00+00:00,2015-06-10 09:45:00+00:00,,,True,0.0
35.0,2015,Trinity,,,40.0,41.46,Hwy 299 and Little Browns Creek Rd east of Weaverville,Browns Fire,2015-09-08 15:56:00+00:00,2015-09-10 17:05:00+00:00,,,False,2.0
35.0,2015,El Dorado,,,0.0,0.0,"off French Creek Rd, south of Shingle Springs",Ranch Fire,2015-07-03 09:28:00+00:00,2015-07-05 11:30:00+00:00,,,False,2.0
35.0,2015,Mendocino,,,39.7806004,-123.248214,"off Highway 162 and Cemetery Lane, Covelo",Covelo Fire,2015-06-28 13:30:00+00:00,2015-06-29 07:15:00+00:00,,,False,0.0
30.0,2015,Nevada,,,39.081,-121.194,"off McCourtney Rd & Perimeter Rd, east of Camp Far West Reservoir ",McCourtney Fire,2015-09-22 07:00:00+00:00,2015-09-21 14:36:00+00:00,,,False,-1.0
30.0,2015,Lassen,,,41.12362,-121.194256,"off of Kramer Road and 4 Corners Road, west of Beiber ",Kramer Fire ,2015-08-29 16:06:00+00:00,2015-08-30 08:00:00+00:00,,,False,0.0
30.0,2015,Yuba,,,39.33303,-121.18735,Colgate Powerhouse south of Dobbins,Francis Fire,2015-08-03 18:07:00+00:00,2015-08-05 07:30:00+00:00,,,False,1.0
29.0,2015,Ventura,,,0.0,0.0,off Wood Ranch Parkway 2 miles sw of Simi Valley,Banister Fire,2015-11-11 17:40:00+00:00,2015-11-12 18:00:00+00:00,,,False,1.0
26.0,2015,Placer,,,38.9361,-121.1548,"Baxter Grade Rd, 3 miles West of Auburn",Baxter Fire,2015-07-22 18:17:00+00:00,2015-07-22 19:50:00+00:00,,,False,0.0
25.0,2015,San Diego,,,32.682547,-116.51684,"Off of Lake Morena Drive near Lake Morena Park, north of Campo",Park Fire,2015-07-24 12:43:00+00:00,2015-07-25 16:05:00+00:00,,,False,1.0
25.0,2015,San Benito,,,36.8727,-121.5681,"off Hwy 101 between Anzar Rd & Hwy 156, in Aromas",Betabel Fire,2015-07-20 13:23:00+00:00,2015-07-20 15:30:00+00:00,,,False,0.0
25.0,2015,San Diego,,,33.21407,-116.73472,"off Highway 76, near Moretti Junction, near Lake Henshaw",Lake Fire,2015-07-16 11:30:00+00:00,2015-07-17 15:15:00+00:00,,,False,1.0
25.0,2015,El Dorado,,,0.0,0.0,off Bucks Bar Cir & Buckaroo Trail near Somerset,Buckaroo Fire,2015-07-02 17:10:00+00:00,2015-07-05 11:30:00+00:00,,,False,2.0
25.0,2015,Mariposa,,,0.0,0.0,"Lookout Mountain Rd & Fox Field Lane, south of Mormon Bar",Fox Fire,2015-06-07 12:06:00+00:00,2015-06-09 09:00:00+00:00,,,True,1.0
25.0,2015,Lake,,,0.0,0.0,Hwy 20 near Lake County- Colusa County Line,Oasis Fire,2015-06-05 19:57:00+00:00,2015-06-06 06:45:00+00:00,,,False,0.0
25.0,2015,Riverside,,,0.0,0.0,"Snow Creek Road, south of Highway 111",Snow Fire,2015-06-05 13:32:00+00:00,2015-06-05 19:00:00+00:00,,,False,0.0
24.0,2015,Siskiyou,,,41.999341,-121.891226,"Off Hwy 161 & Hwy 97, northeast of Dorris",Dorris Fire,2015-07-21 17:00:00+00:00,2015-07-22 17:00:00+00:00,,,True,1.0
23.0,2015,Mendocino,,,39.0263,-123.303,"off Hwy 253, 4 miles northeast of Boonville (Mendocino County).",Soda Fire,2015-07-04 15:30:00+00:00,2015-07-05 09:00:00+00:00,,,False,0.0
22.0,2015,Lake,,,38.831478,-122.53428,"Jerusalem Grade Rd & June Bug Rd, 7 miles northeast of Middletown",Grade Fire,2015-08-24 12:12:00+00:00,2015-08-25 18:30:00+00:00,,,False,1.0
21.0,2015,Santa Barbara,,,34.4828,-119.63216,between Montecito Peak and Coldspring Saddle,Gibraltar Fire,2015-10-29 05:30:00+00:00,2015-11-09 12:00:00+00:00,,,False,11.0
21.0,2015,Riverside,,,33.986204,-117.43942,"San Timoteo Canyon Rd and Redlands Blvd, northeast of Moreno Valley",Spider Fire,2015-07-12 13:52:00+00:00,2015-07-12 19:48:00+00:00,,,True,0.0
20.0,2015,Humboldt,,,41.1513,-123.8292,"off Bald Hills Rd, 15 miles east of Hwy 101 & Orick ",Bald Fire,2015-06-10 07:42:00+00:00,2015-06-11 18:15:00+00:00,,,True,1.0
19.0,2015,Napa,,,38.519132,-122.181878,"Steele Canyon Rd. and Headlands Dr., Lake Berryessa",Pleasure Fire,2015-06-27 12:51:00+00:00,2015-06-28 18:00:00+00:00,,,False,1.0
18.0,2015,Shasta,,1.0,40.5953,-122.4397,"Middle Creek Road, north of Hwy 299",Keswick Fire,2015-07-07 12:34:00+00:00,2015-07-08 16:30:00+00:00,,,True,1.0
16.0,2015,Humboldt,,,40.1093,-123.774,off Alderpoint Road & Wallan Road near Garberville ,Buck Fire,2015-07-28 17:19:00+00:00,2015-07-31 19:00:00+00:00,,,False,3.0
0.0,2015,Trinity,,,0.0,0.0,Near Ruth Lake area,Mad River Complex,2015-07-30 16:00:00+00:00,2015-08-01 15:25:00+00:00,,,False,1.0
0.0,2015,Alpine,,,38.598056,-119.751944,south of Markleeville,Washington Fire,2015-06-19 19:00:00+00:00,2015-06-22 12:05:00+00:00,,,False,2.0
132127.0,2016,Monterey,,,36.45994,-121.89938,"Soberanes Creek, Garrapata State Park, Palo Colorado, north of Big Sur",Soberanes Fire,2016-07-22 08:48:00+00:00,2016-10-13 11:30:00+00:00,,,True,83.0
48019.0,2016,Kern,,,35.6115,-118.45628,Off Erskine Creek Rd in Lake Isabella,Erskine Fire,2016-06-23 15:51:00+00:00,2016-07-11 09:40:00+00:00,,,False,17.0
46344.0,2016,San Luis Obispo,,1.0,35.70595,-120.98316,Running Deer Rd & Chimney Rock Rd south of Lake Nacimiento ,Chimney Fire,2016-08-13 16:03:00+00:00,2016-09-06 07:30:00+00:00,8.0,70.0,True,23.0
36274.0,2016,San Bernardino,,,34.30372,-117.49342,"off of I-15 and Hwy 138, north of San Bernardino ",Blue Cut Fire,2016-08-16 10:44:00+00:00,2016-08-23 07:45:00+00:00,3.0,321.0,True,6.0
33867.0,2016,Siskiyou,,,41.851,-123.118,"off Seiad Creek Rd, 5 miles northeast o Seiad Valley",Gap Fire,2016-08-27 18:00:00+00:00,2016-08-28 18:15:00+00:00,,,False,1.0
32606.0,2016,Santa Barbara,,,0.0,0.0,"off of Hwy 154 and Paradise Rd, north of Santa Barbara",Rey Fire ,2016-08-18 17:57:00+00:00,2016-09-15 15:20:00+00:00,,,False,27.0
29322.0,2016,Kern,,,35.7506,-118.5678,"off of Hwy 155 in the Greenhorn Mountains, west of Wofford Heights",Cedar Fire,2016-08-16 16:35:00+00:00,2016-10-01 06:00:00+00:00,,,False,45.0
12518.0,2016,Santa Barbara,,,34.63445,-120.54421,"Santa Ynez Ridge Road and Egress Road, south side of Vandenberg Air Force Base",Canyon Fire,2016-09-17 17:20:00+00:00,2016-09-27 14:00:00+00:00,,,False,9.0
8110.0,2016,San Bernardino,,1.0,34.28771,-117.27338,"Pilot Rock & Hwy 138, southeast of Hesperia",Pilot Fire,2016-08-07 12:18:00+00:00,2016-08-16 08:00:00+00:00,,,True,8.0
7609.0,2016,San Diego,,,32.60729,-116.63028,off Highway 188 and Highway 94 near Tecate,Border Fire,2016-06-19 11:03:00+00:00,2016-06-30 18:30:00+00:00,,16.0,True,11.0
7474.0,2016,Santa Barbara,,,34.776,-119.643,west of Goleta,Sherpa Fire,2016-06-15 15:21:00+00:00,2016-07-12 14:30:00+00:00,,,True,26.0
7050.0,2016,Fresno,,,36.09974,-120.51057,"off Hwy 198 & Mineral Springs Rd, W of Coalinga",Mineral Fire,2016-08-09 13:08:00+00:00,2016-08-18 19:00:00+00:00,,2.0,True,9.0
5731.0,2016,Yolo,,,38.52513,-122.06788,"off of Highway 128 west of Pleasants Valley Road, west of Winters",Cold Fire,2016-08-02 16:36:00+00:00,2016-08-12 15:00:00+00:00,,2.0,True,9.0
5646.0,2016,El Dorado,,3.0,38.96741,-120.9375,along the  Middle Fork of the American River near Todd Valley,Trailhead Fire,2016-06-28 13:55:00+00:00,2016-07-18 09:50:00+00:00,,,True,19.0
5646.0,2016,Placer,,3.0,38.96741,-120.9375,along the  Middle Fork of the American River near Todd Valley,Trailhead Fire,2016-06-28 13:55:00+00:00,2016-07-18 09:50:00+00:00,,,True,19.0
5443.0,2016,Inyo,,,37.75985,-118.95309,"Clark Canyon, north of Mammoth Lakes, east of Hwy 395",Owens River Fire,2016-09-17 13:49:00+00:00,2016-09-18 08:10:00+00:00,,,False,0.0
5399.0,2016,Los Angeles,,,0.0,0.0,south of Azusa,San Gabriel Complex (Formerly Fish & Reservoir Fires),2016-06-20 13:59:00+00:00,2018-04-23 15:07:00+00:00,,,False,672.0
4824.0,2016,Los Angeles,,,34.31,-118.335,Lake View Terrace,Marek Fire,2016-11-14 05:45:00+00:00,2016-11-14 14:00:00+00:00,,,False,0.0
4474.0,2016,Santa Clara,,,37.10632,-121.85318,off Loma Prieta Rd and Loma Chiquita Rd 10 miles NW of Morgan Hill,Loma Fire,2016-09-26 14:42:00+00:00,2017-09-19 10:30:00+00:00,1.0,28.0,True,357.0
4347.0,2016,Tulare,,,35.984,-118.551,	East of Trail of 100 Giants between Lloyd Meadow Road and Western Divide Highway.,Meadow Fire,2016-10-29 11:15:00+00:00,2016-12-19 13:30:00+00:00,,,False,51.0
3929.0,2016,Lake,,,38.89741,-122.60664,off Hwy 29 and Clayton Creek south of Lower Lake,Clayton Fire,2016-08-13 18:03:00+00:00,2016-08-26 18:00:00+00:00,28.0,300.0,True,12.0
3876.0,2016,Monterey,,1.0,36.38123,-121.20059,"Metz Rd & Blue Jay Ln, southeast of Soledad",Metz Fire,2016-05-22 15:27:00+00:00,2016-05-25 18:15:00+00:00,,,True,3.0
3712.0,2016,San Luis Obispo,,,0.0,0.0,10 miles northwest of Paso Robles on Camp Roberts Military Base,Roberts Fire,2016-05-18 14:27:00+00:00,2016-05-20 18:00:00+00:00,,,False,2.0
2944.0,2016,Fresno,,,36.0749,-120.452041,"Curry Mountain, 7 miles SW of Coalinga",Curry Fire,2016-07-01 17:16:00+00:00,2016-07-05 07:05:00+00:00,,,True,3.0
2860.0,2016,Siskiyou,,,41.623,-123.557,15 miles SW of Happy Camp (Siskiyou County),Pony Fire,2016-06-07 02:45:00+00:00,2016-11-08 10:15:00+00:00,,,False,154.0
2819.0,2016,Mono,,,0.0,0.0,"on Bald Mountain, northeast of Mammoth",Clark Fire,2016-08-04 14:09:00+00:00,2016-08-07 19:14:00+00:00,,,False,3.0
2652.0,2016,Modoc,,,41.2649,-120.3178,"Soup Springs, 12 miles east of Likely",Soup Complex,2016-09-17 14:37:00+00:00,2016-10-13 11:30:00+00:00,,,False,25.0
2575.0,2016,Lassen,,1.0,40.3915,-120.7845,"off of Willard Creek Road, west of Susanville",Willard Fire,2016-09-11 11:33:00+00:00,2016-09-22 07:00:00+00:00,,7.0,True,10.0
2520.0,2016,Monterey,,,36.01542,-121.25029,off Mission Creek Rd and Milpitas Rd north of Fort Hunter Liggett,Coleman Fire,2016-06-04 14:33:00+00:00,2016-06-20 08:30:00+00:00,,,False,15.0
2304.0,2016,Ventura,,,34.701,-119.144,"Near Haddock Campground, 3 miles west of the Pine Mtn Lodge, above Middle Sespe.",Pine Fire,2016-06-30 16:55:00+00:00,2016-06-30 16:55:00+00:00,,,False,0.0
2241.0,2016,Fresno,,,37.01591,-119.50507,"Off Gooseberry Ln & Morgan Canyon, south of Prather ",Goose Fire,2016-07-30 16:40:00+00:00,2016-08-09 18:30:00+00:00,5.0,4.0,True,10.0
2100.0,2016,Fresno,,,36.94536,-119.25959,"near Sacata Ridge, located above Pine Flat",Sacata Fire,2016-10-11 12:58:00+00:00,2016-10-20 07:00:00+00:00,,,False,8.0
1785.0,2016,Kern,,3.0,35.20993,-118.72272,"Hwy 223 & Deertrail Rd., east of Arvin",Deer Fire,2016-07-01 14:05:00+00:00,2016-07-08 19:00:00+00:00,,,True,7.0
1547.0,2016,Sonoma,,2.0,38.80017,-122.82895,"off Big Geysers Road and Geysers Resort Road, 10 miles east of Cloverdale",Sawmill Fire,2016-09-25 10:43:00+00:00,2016-09-29 17:00:00+00:00,,,True,4.0
1470.0,2016,Riverside,,1.0,0.0,0.0,"Off Winesap Avenue & International Park Road, north of Beaumont, near Cherry Valley",Bogart Fire,2016-08-30 12:25:00+00:00,2016-09-02 18:10:00+00:00,,1.0,True,3.0
1246.0,2016,Merced,,,37.07147,-121.20155,"Off Hwy152 at Dinosaur Point, westside of San Luis Reservoir ",Dinosaur Fire,2016-06-25 23:45:00+00:00,2016-06-26 18:50:00+00:00,,,False,0.0
1245.0,2016,San Diego,,,33.393,-117.35093,Roblar Rd and Case Springs (Camp Pendleton),Roblar Fire,2016-07-21 16:06:00+00:00,2016-07-30 14:15:00+00:00,,,False,8.0
1109.0,2016,Los Angeles,,,34.36763,-118.57245,"off of Calgrove Blvd, southwest of Santa Clarita",Sage Fire,2016-07-09 12:04:00+00:00,2016-07-16 12:00:00+00:00,,,False,6.0
1080.0,2016,Tuolumne,,,37.79635,-120.32484,off Hwy. 49 and Marshes Flat Road north of Don Pedro Reservoir,Marshes Fire,2016-09-26 12:20:00+00:00,2016-10-04 22:00:00+00:00,,,True,8.0
850.0,2016,Butte,,3.0,39.6871,-121.571,"Off Pentz Rd & Lime Saddle Rd, south of Paradise",Saddle Fire,2016-09-05 16:28:00+00:00,2016-09-12 14:51:00+00:00,,3.0,True,6.0
710.0,2016,Siskiyou,,,41.7813,-122.611,"off Hwy 263, 2 miles north of Yreka ",Grade Fire,2016-08-24 14:55:00+00:00,2016-08-30 06:45:00+00:00,1.0,5.0,True,5.0
650.0,2016,Mono,,,37.97,-119.14,Hwy 395 & Mono Lake,Marina Fire,2016-06-25 06:30:00+00:00,2016-07-09 08:30:00+00:00,,,False,14.0
599.0,2016,Humboldt,,,41.28486,-123.82268,"off of Hwy 169 & Martin's Ferry Rd, northwest of Weitchpec ",Tully Fire,2016-08-22 16:03:00+00:00,2016-09-04 06:55:00+00:00,,3.0,True,12.0
554.0,2016,Kern,,,34.913,118.9082,"off of I-5, east of Grapevine",Fort Fire,2016-07-08 11:15:00+00:00,2016-07-10 19:37:00+00:00,,,False,2.0
550.0,2016,Butte,,,39.6708,-121.7192,"Off of Highway 99 and Neal Road, south of Chico",99 Fire,2016-08-02 14:35:00+00:00,2016-08-03 08:00:00+00:00,,,False,0.0
518.0,2016,Kern,,,35.2013,-118.7212,"off Deer Trail Dr & Hwy 223, 6 miles east of Arvin",Range Fire,2016-08-26 10:10:00+00:00,2016-08-29 10:30:00+00:00,,,False,3.0
464.0,2016,Tehama,,,40.0353,-122.56939,"Colyear Springs Road, 7 miles west of Red Bank",Colyear Fire,2016-06-30 13:32:00+00:00,2016-07-04 07:45:00+00:00,,,True,3.0
450.0,2016,Calaveras,,,38.1874,-120.6381,"Off Willow Creek Rd & Mountain Ranch Rd, east of San Andreas ",Willow Fire,2016-08-28 13:07:00+00:00,2016-08-31 18:50:00+00:00,,,True,3.0
441.0,2016,Shasta,,1.0,40.36873,-122.72913,"off Fiddlers Road, southwest of Igo",Fiddler Fire,2016-07-08 22:45:00+00:00,2016-07-12 07:00:00+00:00,,1.0,True,3.0
400.0,2016,Yuba,,,36.16965,-121.38775,"off of Hammonton Smartsville Rd and Doolittle Rd, near Beale AFB ",Beale Fire,2016-08-18 15:35:00+00:00,2016-08-18 21:30:00+00:00,,,False,0.0
395.0,2016,Tulare,,,36.1648,-118.73906,"off Hwy 190, 4 miles northeast of Springville",Tule Fire,2016-08-22 22:00:00+00:00,2016-11-08 10:15:00+00:00,,,False,77.0
380.0,2016,Modoc,,,41.4657,-120.9066,"in Howards Gulch, north of Canby ",Howard Fire,2016-09-11 14:15:00+00:00,2016-09-14 18:00:00+00:00,,,False,3.0
372.0,2016,Amador,,,38.385,-121.003611,"Hwy 104, west of Ione",Rancho Fire,2016-06-28 19:02:00+00:00,2016-06-29 07:30:00+00:00,,,False,0.0
360.0,2016,Tehama,,,40.30594,-122.1295,"Off Hwy 36 near Hog Lake, northeast of Red Bluff",Hog Fire,2016-09-13 23:10:00+00:00,2016-09-13 14:30:00+00:00,,,True,-1.0
341.0,2016,Calaveras,,,38.08056,-120.81394,"off Lanford Pacheco Rd, south of Valley Springs",Pacheco Fire,2016-07-12 13:14:00+00:00,2016-07-16 18:30:00+00:00,,,False,4.0
310.0,2016,Calaveras,,,38.02845,-120.61153,"Appaloosa Rd. and Pinto Dr., 5 miles southwest of Angels Camp",Appaloosa Fire,2016-07-02 14:55:00+00:00,2016-07-08 19:32:00+00:00,,,False,6.0
306.0,2016,Kern,,,0.0,0.0," off Granite Rd and Poso Flat Rd., 5 miles south of Woody",Flat Fire,2016-09-19 14:13:00+00:00,2016-09-21 09:30:00+00:00,,,False,1.0
304.0,2016,Kern,,,35.4976,-118.5097,south of Lake Isabella,Havilah Fire,2016-08-28 18:50:00+00:00,2016-08-28 18:50:00+00:00,,,False,0.0
300.0,2016,Sutter,,,39.188321,-121.78003,off Pass Road and Kellogg Road (Near Sutter Buttes West of Yuba City,Butte Fire,2016-09-20 09:30:00+00:00,2016-09-20 18:00:00+00:00,,,False,0.0
278.0,2016,Fresno,,,36.88286,-119.654,"DeWolf Ave & Behymer Ave, 2 miles north of Clovis",DeWolf Fire,2016-05-25 01:03:00+00:00,2016-05-25 08:00:00+00:00,,,False,0.0
277.0,2016,Yolo,,,38.69971,-122.15457,"off Hwy 16, 4 miles south of Brooks, near the Cache Creek Casino",Creek Fire,2016-06-26 15:45:00+00:00,2016-06-27 06:15:00+00:00,,,False,0.0
248.0,2016,Plumas,,,39.92,-121.32,north of Hwy 70 and west of Jackass Creek Road ,Tobin Fire,2016-09-26 13:23:00+00:00,2016-10-06 17:15:00+00:00,,,False,10.0
237.0,2016,San Benito,,,0.0,0.0,"north of Hwy 198, east of Hwy 25",King Fire ,2016-06-17 14:30:00+00:00,2016-06-20 06:00:00+00:00,,2.0,True,2.0
221.0,2016,Kern,,,35.68313,-118.21793,"off Coyote Trail & Rocky Hill, East of Onyx",Onyx Fire,2016-07-13 17:08:00+00:00,2016-07-14 12:00:00+00:00,,,False,0.0
215.0,2016,Santa Barbara,,,34.75134,-120.55297,"off Washington Ave. and Airfield Rd, north of California Blvd ",Washington Fire,2016-09-22 14:20:00+00:00,2016-09-27 14:00:00+00:00,,,False,4.0
215.0,2016,Lake,,,39.12366,-122.50373,"Near Indian Valley Reservoir, 7 miles Southwest of Leesville",Reservoir Fire,2016-06-26 16:00:00+00:00,2016-06-28 20:00:00+00:00,,,True,2.0
211.0,2016,Alameda,,,37.74369,-121.58677,"In the Altamont Pass, 10 miles east of Livermore",Grant Fire,2016-06-25 16:11:00+00:00,2016-06-26 07:00:00+00:00,,,False,0.0
210.0,2016,Amador,,,38.26874,-120.90265,"off Camanche Parkway North & Coal Mine Road, south of Ione",Camanche Fire,2016-06-17 14:54:00+00:00,2016-06-21 18:30:00+00:00,,,True,4.0
188.0,2016,Fresno,,,36.92244,-119.39619,"off Watts Valley Rd. & Big Springs Ln, east of Clovis",Big Fire,2016-07-11 14:30:00+00:00,2016-07-13 17:30:00+00:00,,,False,2.0
176.0,2016,El Dorado,,,38.93449,-120.10744,"off Highway 89, near Cascade Lake and Emerald Bay.",Emerald Fire,2016-10-14 01:28:00+00:00,2016-10-17 11:45:00+00:00,,,True,3.0
173.0,2016,Riverside,,,0.0,0.0,off Briggs Rd & Louis Rd in Romoland,Briggs Fire,2016-07-12 15:20:00+00:00,2016-07-15 08:00:00+00:00,,,False,2.0
169.0,2016,Placer,,,38.8390117,-121.3090268,"Off Athens Ave & Industrial Blvd, south of Lincoln",Athens Fire,2016-05-17 15:06:00+00:00,2016-05-19 18:00:00+00:00,,,False,2.0
158.0,2016,Fresno,,,36.84479,-119.34487,off Sunnyslope Rd & Lakeside Ln near the Pine Flat Lake Reservoir,Sunny Fire,2016-09-03 14:44:00+00:00,2016-09-06 18:15:00+00:00,,,True,3.0
156.0,2016,Los Angeles,,,34.276,-118.354,"Hwy 210 and Wheatland Ave, southeast of Lake View Terrace",Wheatland Fire,2016-05-23 14:15:00+00:00,2016-05-25 18:45:00+00:00,,,False,2.0
151.0,2016,Fresno,,,0.0,0.0,four miles Northwest of Panoche and Interstate 5 ,Hills Fire,2016-04-28 17:45:00+00:00,2016-04-29 17:15:00+00:00,,,False,0.0
150.0,2016,Del Norte,,,37.75972,-120.029626,"off Old Yosemite Rd, 8 miles east of Greeley Hill",Old Fire,2016-09-13 13:55:00+00:00,2016-09-17 18:00:00+00:00,,,False,4.0
150.0,2016,Orange,,,33.6542,-117.5221,off Trabuco Creek Rd near Holy Jim Trail,Holy Fire,2016-08-31 04:10:00+00:00,2016-09-05 06:55:00+00:00,,,False,5.0
150.0,2016,San Luis Obispo,,,35.61961,-120.39993,Wood Canyon Rd & Hwy 41,Shedd Fire,2016-05-10 16:11:00+00:00,2016-05-10 18:45:00+00:00,,,False,0.0
147.0,2016,San Joaquin,,,37.62215,-121.36665,"off of Bird Rd & I-580, south of Tracy",Bird Fire,2016-08-20 08:35:00+00:00,2016-08-20 18:45:00+00:00,,,False,0.0
145.0,2016,Fresno,,,36.14161,-120.62048,"Hwy 198 and Frame Ln, 14 miles west of Coalinga",Frame Fire,2016-07-04 17:15:00+00:00,2016-07-07 19:00:00+00:00,,,False,3.0
140.0,2016,Stanislaus,,,0.0,0.0,"off of Maze & Kasson, west of Modesto",Maze Fire,2016-08-04 15:45:00+00:00,2016-08-04 20:00:00+00:00,,,False,0.0
139.0,2016,Riverside,,1.0,33.476894,-117.140883,Off I-15 south of Temecula Parkway,Temecula Fire,2016-06-04 11:40:00+00:00,2016-06-07 18:15:00+00:00,,,True,3.0
138.0,2016,Kern,,,35.60748,-118.94811,"off Granite Rd & Famoso Rd, 15 miles east of Famoso",Famoso Fire,2016-07-15 23:55:00+00:00,2016-07-16 07:40:00+00:00,,,False,0.0
132.0,2016,Fresno,,,36.78769,-119.38248,"Off Piedra Rd near Kings River, 10 miles northeast of Sanger",Avocado Fire,2016-05-15 16:38:00+00:00,2016-05-17 19:10:00+00:00,,,False,2.0
130.0,2016,Butte,,,39.4403,-121.42647,"off Oro-Bangor Highway & Swedes Flat, 7 miles SE of Oroville",Bangor Fire,2016-09-22 11:45:00+00:00,2016-09-23 10:30:00+00:00,,,False,0.0
123.0,2016,Fresno,,,37.0099,-119.5792,"off Auberry Rd & White Thorne Rd, near Prather",Green Fire,2016-07-15 16:45:00+00:00,2016-07-16 18:00:00+00:00,,,True,1.0
122.0,2016,Mono,,,0.0,0.0,southeast of Mammoth Lakes and a mile north of the community of Swall Meadows.,Rock Creek Fire,2016-08-05 15:45:00+00:00,2016-08-07 19:33:00+00:00,,,False,2.0
120.0,2016,Stanislaus,,,37.17072,-121.42238,"Henry W. Coe State Park, Del Puerto Canyon, 20 miles west of Gustine (Stanislaus Co.)",Coe Fire,2016-06-07 16:30:00+00:00,2016-06-09 17:10:00+00:00,,,False,2.0
114.0,2016,Santa Clara,,,37.41896,-121.79669,"Off Sierra Rd & Calaveras Rd, Spring Valley",Sierra Fire,2016-07-30 17:25:00+00:00,2016-07-31 18:30:00+00:00,,,False,1.0
112.0,2016,Butte,,,39.595,-121.6008,"Off Coal Canyon Rd & Hwy 70, north of Oroville",Coal Fire,2016-06-20 16:38:00+00:00,2016-06-20 19:50:00+00:00,,,False,0.0
103.0,2016,Madera,,,37.25601,-119.65776,"Hwy 41 and Hummingbird Ln, One mile east of Coarsgold",Broken Fire,2016-07-04 11:53:00+00:00,2016-07-06 20:00:00+00:00,,,False,2.0
100.0,2016,Shasta,,,40.0,-121.93923,off Whitmore Road and Old Cow Creek Road,Cow Fire,2016-09-25 07:15:00+00:00,2016-09-25 13:15:00+00:00,,,False,0.0
100.0,2016,Santa Clara,,,0.0,0.0,"Hwy 101 & Bailey Rd, South San Jose",Bailey Fire,2016-08-17 15:19:00+00:00,2016-08-18 19:50:00+00:00,,,False,1.0
100.0,2016,Kern,,,35.24504,-118.60344,"off Hwy 58 and Hart Flat Rd, Tehachapi ",Hart Fire,2016-08-04 17:10:00+00:00,2016-08-07 20:15:00+00:00,,,False,3.0
100.0,2016,Stanislaus,,,0.0,0.0,"Off Diablo Grande Parkway and Morton Davis Circle, 9 miles SW of Patterson ",Diablo Fire,2016-08-03 16:08:00+00:00,2016-08-04 07:45:00+00:00,,,False,0.0
100.0,2016,Monterey,,,35.85093,-120.81081,"off Highway 101 and San Antonio River, south of Bradley ",Bradley Fire,2016-07-22 15:15:00+00:00,2016-07-23 08:45:00+00:00,,,False,0.0
100.0,2016,San Diego,,,32.9612,-116.7945,"off of El Capitan Truck Trail, south of Ramona ",Feather Fire,2016-07-18 13:08:00+00:00,2016-07-20 13:45:00+00:00,,,False,2.0
